66027	49.369087
66092	56.093697
66122	64.870400
66143	56.441856
66154	57.617409
66225	46.881790
66238	65.081345
66260	64.181252
66299	45.070335
66304	65.073151
66313	64.873474
66369	44.262402
66380	58.574848
66382	69.039101
66383	69.321732
66395	51.485695
66409	47.182850
66428	50.206718
66503	47.777794
66509	47.027199
66569	46.956543
66965	49.481728
66973	50.566143
66976	51.547134
67665	59.356159
67681	42.832897
67702	64.014336
67710	58.361855
67749	73.842690
67780	61.809666
67906	72.323074
67915	72.333313
67918	58.749950
67942	59.503616
67971	51.066879
67982	63.383553
67989	63.660030
67992	65.982468
67994	65.549309
67997	68.259842
68001	56.534016
68003	62.274559
68006	58.207233
68008	63.614975
68027	56.912895
68029	65.028099
68031	65.384445
68032	65.660927
68092	55.521278
68095	65.320961
68098	57.077759
68116	57.582592
68117	56.582146
68148	64.103424
68193	64.330750
68222	56.720383
68227	60.363777
68229	59.993088
68231	65.633278
68237	60.139519
68252	65.685501
68314	62.080002
68450	64.903168
68459	65.729538
68461	65.542145
68475	59.254784
68480	60.432385
68496	58.555393
68572	60.889088
68644	51.763199
68647	54.972416
68651	49.405953
68773	44.467201
68782	47.426559
68827	46.984192
68835	44.334080
68844	44.921856
68912	55.022591
68915	54.995968
68918	49.520641
68921	44.229633
68925	45.334530
68930	51.703808
68949	50.430977
68985	43.657215
68986	51.801086
68994	43.524097
69030	43.475967
69081	49.442818
69083	45.000706
69085	45.332481
69087	49.435650
69096	50.775040
69131	70.538239
69257	46.008320
69281	50.233345
69303	43.777023
69311	43.665409
69315	43.625473
69336	68.549629
69349	55.146496
69355	58.091518
69373	68.346878
69381	45.131775
69455	44.540928
69538	61.109249
69731	52.438015
69740	57.551872
69814	46.527489
69816	46.029823
69913	51.591167
69974	48.074753
69988	61.100033
70057	55.498753
70071	44.944386
70073	52.918270
70078	46.211071
70102	62.604286
70106	62.395393
70117	58.895359
70118	60.877823
70119	62.341122
70120	64.389122
70121	59.098110
70125	58.356735
70130	57.112576
70131	58.950657
70171	64.555008
70182	63.358975
70261	50.315266
70270	50.763775
70276	48.167934
70301	52.045822
70341	48.665600
70417	50.272255
70427	61.448193
70433	60.135426
70440	65.081345
70453	62.255104
70509	65.595390
70511	66.375679
70568	59.564034
70570	59.799553
70572	59.210751
70574	64.209923
70576	64.094208
70606	64.416771
70610	44.999680
70634	66.612221
70643	60.007423
70675	61.749249
70686	67.959808
70702	72.513535
70711	65.261566
70712	56.808449
70717	63.901695
72163	62.224999
72172	68.082802
72195	47.718201
72283	69.091003
72302	43.904800
72422	58.873600
72460	53.727402
72465	58.864201
72468	51.026001
72497	60.681999
72500	58.205601
72537	43.330200
72549	44.321201
72563	57.775002
72567	56.075401
72643	61.857601
72670	43.816002
72723	55.706600
72734	54.116402
72738	45.975399
72782	43.889599
72786	43.704800
72799	59.243401
72852	62.057800
72897	43.889801
72922	60.035000
73062	57.435200
73460	56.877399
73462	54.301399
73492	43.807999
73495	44.031799
73497	44.604199
73534	63.195599
73560	60.817200
73565	61.187401
73685	57.619999
73691	57.520802
73703	49.867600
73710	46.265999
73744	43.161400
73765	57.428799
73766	57.558800
73851	66.271797
73879	63.121800
73885	63.522999
73911	65.896401
73968	59.042801
73972	55.261799
73979	55.950600
74032	51.959400
74058	50.818802
74077	56.967800
74079	51.617401
74098	59.306599
74164	69.188599
74165	61.514801
74170	58.546600
74177	49.054600
74208	42.626801
74214	50.135799
74301	68.653999
74330	56.052399
74334	59.101399
74336	58.025200
74338	58.687401
74339	62.272400
74341	58.015202
74344	57.477600
74369	68.550003
74383	43.351799
74391	68.745201
74415	64.691803
74417	64.655602
74420	56.558399
74425	57.002399
74429	63.592999
74494	53.778400
74497	48.587200
74519	64.672600
74530	47.870998
74543	45.636200
74544	45.331001
74562	51.343601
74570	51.281799
74576	51.870400
74615	63.036598
74642	44.213799
74693	61.415001
74698	50.246399
74704	58.988201
74721	46.647598
74738	43.622799
74746	45.173000
74797	63.411400
74937	59.775799
74942	56.502201
75003	49.488201
75067	57.969200
75076	43.926800
75162	69.810402
75179	62.022598
75210	57.397202
75218	45.642601
75307	65.725403
75384	43.067001
75415	63.623798
75417	59.776402
75419	57.229000
75453	43.310799
75478	60.614800
75485	57.754398
75495	65.426003
75543	58.737202
75546	63.895802
75608	65.085403
75652	65.727997
75657	65.848602
75671	43.844799
75679	60.154598
75766	49.639401
75787	44.025398
75835	55.032799
75837	55.145199
75844	59.686600
75845	57.118801
75846	58.967800
75880	50.951000
75949	43.886601
75971	53.617199
76030	55.990398
76064	44.195400
76193	58.565800
76294	63.844002
76425	64.410004
76431	70.410202
76497	44.626000
76499	44.762798
76539	64.686997
76589	42.963600
76655	70.046204
76672	56.312401
76694	68.598801
76705	66.816803
76783	44.111198
76794	44.752399
76818	63.686001
76844	42.997398
76848	43.107800
76850	43.037998
76872	62.653000
76911	44.685600
76920	61.747799
76936	51.378601
