66027	49.369087
66092	56.093697
66122	64.870400
66143	56.441856
66154	57.617409
66225	46.881790
66238	65.081345
66260	64.181252
66299	45.070335
66304	65.073151
66313	64.873474
66369	44.262402
66380	58.574848
66382	69.039101
66383	69.321732
66395	51.485695
66409	47.182850
66428	50.206718
66503	47.777794
66509	47.027199
66569	46.956543
66965	49.481728
66973	50.566143
66976	51.547134
67665	59.356159
67681	42.832897
67702	64.014336
67710	58.361855
67749	73.842690
67780	61.809666
67906	72.323074
67915	72.333313
67918	58.749950
67942	59.503616
67971	51.066879
67982	63.383553
67989	63.660030
67992	65.982468
67994	65.549309
67997	68.259842
68001	56.534016
68003	62.274559
68006	58.207233
68008	63.614975
68027	56.912895
68029	65.028099
68031	65.384445
68032	65.660927
68092	55.521278
68095	65.320961
68098	57.077759
68116	57.582592
68117	56.582146
68148	64.103424
68193	64.330750
68222	56.720383
68227	60.363777
68229	59.993088
68231	65.633278
68237	60.139519
68252	65.685501
68314	62.080002
68450	64.903168
68459	65.729538
68461	65.542145
68475	59.254784
68480	60.432385
68496	58.555393
68572	60.889088
68644	51.763199
68647	54.972416
68651	49.405953
68773	44.467201
68782	47.426559
68827	46.984192
68835	44.334080
68844	44.921856
68912	55.022591
68915	54.995968
68918	49.520641
68921	44.229633
68925	45.334530
68930	51.703808
68949	50.430977
68985	43.657215
68986	51.801086
68994	43.524097
69030	43.475967
69081	49.442818
69083	45.000706
69085	45.332481
69087	49.435650
69096	50.775040
69131	70.538239
69257	46.008320
69281	50.233345
69303	43.777023
69311	43.665409
69315	43.625473
69336	68.549629
69349	55.146496
69355	58.091518
69373	68.346878
69381	45.131775
69455	44.540928
69538	61.109249
69731	52.438015
69740	57.551872
69814	46.527489
69816	46.029823
69913	51.591167
69974	48.074753
69988	61.100033
70057	55.498753
70071	44.944386
70073	52.918270
70078	46.211071
70102	62.604286
70106	62.395393
70117	58.895359
70118	60.877823
70119	62.341122
70120	64.389122
70121	59.098110
70125	58.356735
70130	57.112576
70131	58.950657
70171	64.555008
70182	63.358975
70261	50.315266
70270	50.763775
70276	48.167934
70301	52.045822
70341	48.665600
70417	50.272255
70427	61.448193
70433	60.135426
70440	65.081345
70453	62.255104
70509	65.595390
70511	66.375679
70568	59.564034
70570	59.799553
70572	59.210751
70574	64.209923
70576	64.094208
70606	64.416771
70610	44.999680
70634	66.612221
70643	60.007423
70675	61.749249
70686	67.959808
70702	72.513535
70711	65.261566
70712	56.808449
70717	63.901695
72163	62.224999
72172	68.082802
72195	47.718201
72283	69.091003
72302	43.904800
72422	58.873600
72460	53.727402
72465	58.864201
72468	51.026001
72497	60.681999
72500	58.205601
72537	43.330200
72549	44.321201
72563	57.775002
